BOOK	CHAP	VERSE	WORD
41	5	19	καὶ
41	5	19	ἀπάγγειλον
41	5	19	αὐτοῖς
41	5	19	ὅσα
41	5	19	ὁ
41	5	19	Κύριός
41	5	19	σοι
41	5	19	πεποίηκεν
41	5	19	καὶ
41	5	19	ἠλέησέν
41	5	19	σε.
41	5	20	Καὶ
41	5	20	ἀπῆλθεν
41	5	20	καὶ
41	5	20	ἤρξατο
41	5	20	κηρύσσειν
41	5	20	ἐν
41	5	20	τῇ
41	5	20	Δεκαπόλει
41	5	20	ὅσα
41	5	20	ἐποίησεν
41	5	20	αὐτῷ
41	5	20	ὁ
41	5	20	Ἰησοῦς,
41	5	20	καὶ
41	5	20	πάντες
41	5	20	ἐθαύμαζον.¶
41	5	21	Καὶ
41	5	21	διαπεράσαντος
41	5	21	τοῦ
41	5	21	Ἰησοῦ
41	5	21	ἐν
41	5	21	τῷ
41	5	21	πλοίῳ
41	5	21	πάλιν
41	5	21	εἰς
41	5	21	τὸ
41	5	21	πέραν
41	5	21	συνήχθη
41	5	21	ὄχλος
41	5	21	πολὺς
41	5	21	ἐπ᾽
41	5	21	αὐτόν,
41	5	21	καὶ
41	5	21	ἦν
41	5	21	παρὰ
41	5	21	τὴν
41	5	21	θάλασσαν.
41	5	22	καὶ
41	5	22	ἔρχεται
41	5	22	εἷς
41	5	22	τῶν
41	5	22	ἀρχισυναγώγων,
41	5	22	ὀνόματι
41	5	22	Ἰάϊρος,
41	5	22	καὶ
41	5	22	ἰδὼν
41	5	22	αὐτὸν
41	5	22	πίπτει
41	5	22	πρὸς
41	5	22	τοὺς
41	5	22	πόδας
41	5	22	αὐτοῦ
41	5	23	καὶ
41	5	23	παρακαλεῖ
41	5	23	αὐτὸν
41	5	23	πολλὰ
41	5	23	λέγων
41	5	23	ὅτι
41	5	23	Τὸ
41	5	23	θυγάτριόν
41	5	23	μου
41	5	23	ἐσχάτως
41	5	23	ἔχει,
41	5	23	ἵνα
41	5	23	ἐλθὼν
41	5	23	ἐπιθῇς
41	5	23	τὰς
41	5	23	χεῖρας
41	5	23	αὐτῇ
41	5	23	ἵνα
41	5	23	σωθῇ
41	5	23	καὶ
41	5	23	ζήσῃ.
41	5	24	Καὶ
41	5	24	ἀπῆλθεν
41	5	24	μετ᾽
41	5	24	αὐτοῦ.
41	5	24	καὶ
41	5	24	ἠκολούθει
41	5	24	αὐτῷ
41	5	24	ὄχλος
41	5	24	πολύς
41	5	24	καὶ
41	5	24	συνέθλιβον
41	5	24	αὐτόν.¶
41	5	25	Καὶ
41	5	25	γυνὴ
41	5	25	οὖσα
41	5	25	ἐν
41	5	25	ῥύσει
41	5	25	αἵματος
41	5	25	δώδεκα
41	5	25	ἔτη
41	5	26	καὶ
41	5	26	πολλὰ
41	5	26	παθοῦσα
41	5	26	ὑπὸ
41	5	26	πολλῶν
41	5	26	ἰατρῶν
41	5	26	καὶ
41	5	26	δαπανήσασα
41	5	26	τὰ
41	5	26	παρ᾽
41	5	26	αὐτῆς
41	5	26	πάντα
41	5	26	καὶ
41	5	26	μηδὲν
41	5	26	ὠφεληθεῖσα
41	5	26	ἀλλὰ
41	5	26	μᾶλλον
41	5	26	εἰς
41	5	26	τὸ
41	5	26	χεῖρον
41	5	26	ἐλθοῦσα,
41	5	27	ἀκούσασα
41	5	27	περὶ
41	5	27	τοῦ
41	5	27	Ἰησοῦ,
41	5	27	ἐλθοῦσα
41	5	27	ἐν
41	5	27	τῷ
41	5	27	ὄχλῳ
41	5	27	ὄπισθεν
41	5	27	ἥψατο
41	5	27	τοῦ
41	5	27	ἱματίου
41	5	27	αὐτοῦ·
41	5	28	ἔλεγεν
41	5	28	γὰρ
41	5	28	ὅτι
41	5	28	Ἐὰν
41	5	28	ἅψωμαι
41	5	28	κἂν
41	5	28	τῶν
41	5	28	ἱματίων
41	5	28	αὐτοῦ
41	5	28	σωθήσομαι.
41	5	29	καὶ
41	5	29	εὐθὺς
41	5	29	ἐξηράνθη
41	5	29	ἡ
41	5	29	πηγὴ
41	5	29	τοῦ
41	5	29	αἵματος
41	5	29	αὐτῆς
41	5	29	καὶ
41	5	29	ἔγνω
41	5	29	τῷ
41	5	29	σώματι
41	5	29	ὅτι
41	5	29	ἴαται
41	5	29	ἀπὸ
41	5	29	τῆς
41	5	29	μάστιγος.
41	5	30	Καὶ
41	5	30	εὐθὺς
41	5	30	ὁ
41	5	30	Ἰησοῦς
41	5	30	ἐπιγνοὺς
41	5	30	ἐν
41	5	30	ἑαυτῷ
41	5	30	τὴν
41	5	30	ἐξ
41	5	30	αὐτοῦ
41	5	30	δύναμιν
41	5	30	ἐξελθοῦσαν
41	5	30	ἐπιστραφεὶς
41	5	30	ἐν
41	5	30	τῷ
41	5	30	ὄχλῳ
41	5	30	ἔλεγεν·
41	5	30	Τίς
41	5	30	μου
41	5	30	ἥψατο
41	5	30	τῶν
41	5	30	ἱματίων;
41	5	31	Καὶ
41	5	31	ἔλεγον
41	5	31	αὐτῷ
41	5	31	οἱ
41	5	31	μαθηταὶ
41	5	31	αὐτοῦ·
41	5	31	Βλέπεις
41	5	31	τὸν
41	5	31	ὄχλον
41	5	31	συνθλίβοντά
41	5	31	σε
41	5	31	καὶ
41	5	31	λέγεις·
41	5	31	Τίς
41	5	31	μου
41	5	31	ἥψατο;
41	5	32	Καὶ
41	5	32	περιεβλέπετο
41	5	32	ἰδεῖν
41	5	32	τὴν
41	5	32	τοῦτο
41	5	32	ποιήσασαν.
41	5	33	ἡ
41	5	33	δὲ
41	5	33	γυνὴ
41	5	33	φοβηθεῖσα
41	5	33	καὶ
41	5	33	τρέμουσα,
41	5	33	εἰδυῖα
41	5	33	ὃ
41	5	33	γέγονεν
41	5	33	αὐτῇ,
41	5	33	ἦλθεν
41	5	33	καὶ
41	5	33	προσέπεσεν
41	5	33	αὐτῷ
41	5	33	καὶ
41	5	33	εἶπεν
41	5	33	αὐτῷ
41	5	33	πᾶσαν
41	5	33	τὴν
41	5	33	ἀλήθειαν.
41	5	34	Ὁ
41	5	34	δὲ
41	5	34	εἶπεν
41	5	34	αὐτῇ·
41	5	34	Θυγάτηρ,
41	5	34	ἡ
41	5	34	πίστις
41	5	34	σου
41	5	34	σέσωκέν
41	5	34	σε·
41	5	34	ὕπαγε
41	5	34	εἰς
41	5	34	εἰρήνην
41	5	34	καὶ
41	5	34	ἴσθι
41	5	34	ὑγιὴς
41	5	34	ἀπὸ
41	5	34	τῆς
41	5	34	μάστιγός
41	5	34	σου.¶
41	5	35	Ἔτι
41	5	35	αὐτοῦ
41	5	35	λαλοῦντος
41	5	35	ἔρχονται
41	5	35	ἀπὸ
41	5	35	τοῦ
41	5	35	ἀρχισυναγώγου
41	5	35	λέγοντες
41	5	35	ὅτι
41	5	35	Ἡ
41	5	35	θυγάτηρ
41	5	35	σου
41	5	35	ἀπέθανεν·
41	5	35	τί
41	5	35	ἔτι
41	5	35	σκύλλεις
41	5	35	τὸν
41	5	35	διδάσκαλον;
41	5	36	Ὁ
41	5	36	δὲ
41	5	36	Ἰησοῦς
41	5	36	παρακούσας
41	5	36	τὸν
41	5	36	λόγον
41	5	36	λαλούμενον
41	5	36	λέγει
41	5	36	τῷ
41	5	36	ἀρχισυναγώγῳ·
41	5	36	Μὴ
41	5	36	φοβοῦ,
41	5	36	μόνον
41	5	36	πίστευε.
41	5	37	καὶ
41	5	37	οὐκ
41	5	37	ἀφῆκεν
41	5	37	οὐδένα
41	5	37	μετ᾽
41	5	37	αὐτοῦ
41	5	37	συνακολουθῆσαι
41	5	37	εἰ
41	5	37	μὴ
41	5	37	τὸν
41	5	37	Πέτρον
41	5	37	καὶ
41	5	37	Ἰάκωβον
41	5	37	καὶ
41	5	37	Ἰωάννην
41	5	37	τὸν
41	5	37	ἀδελφὸν
41	5	37	Ἰακώβου.
41	5	38	Καὶ
41	5	38	ἔρχονται
41	5	38	εἰς
41	5	38	τὸν
41	5	38	οἶκον
41	5	38	τοῦ
41	5	38	ἀρχισυναγώγου,
41	5	38	καὶ
41	5	38	θεωρεῖ
41	5	38	θόρυβον
41	5	38	καὶ
41	5	38	κλαίοντας
41	5	38	καὶ
41	5	38	ἀλαλάζοντας
41	5	38	πολλά,
41	5	39	καὶ
41	5	39	εἰσελθὼν
41	5	39	λέγει
41	5	39	αὐτοῖς·
41	5	39	Τί
41	5	39	θορυβεῖσθε
41	5	39	καὶ
41	5	39	κλαίετε;
41	5	39	τὸ
41	5	39	παιδίον
41	5	39	οὐκ
41	5	39	ἀπέθανεν
41	5	39	ἀλλὰ
41	5	39	καθεύδει.
41	5	40	καὶ
41	5	40	κατεγέλων
41	5	40	αὐτοῦ.
41	5	40	Αὐτὸς
41	5	40	δὲ
41	5	40	ἐκβαλὼν
41	5	40	πάντας
41	5	40	παραλαμβάνει
41	5	40	τὸν
41	5	40	πατέρα
41	5	40	τοῦ
41	5	40	παιδίου
41	5	40	καὶ
41	5	40	τὴν
41	5	40	μητέρα
41	5	40	καὶ
41	5	40	τοὺς
41	5	40	μετ᾽
41	5	40	αὐτοῦ
41	5	40	καὶ
41	5	40	εἰσπορεύεται
41	5	40	ὅπου
41	5	40	ἦν
41	5	40	τὸ
41	5	40	παιδίον.
41	5	41	καὶ
41	5	41	κρατήσας
41	5	41	τῆς
41	5	41	χειρὸς
41	5	41	τοῦ
41	5	41	παιδίου
41	5	41	λέγει
41	5	41	αὐτῇ·
41	5	41	Ταλιθὰ
41	5	41	κούμ,
41	5	41	ὅ
41	5	41	ἐστιν
41	5	41	μεθερμηνευόμενον·
41	5	41	Τὸ
41	5	41	Κοράσιον,
41	5	41	σοὶ
41	5	41	λέγω,
41	5	41	ἔγειρε.
41	5	42	καὶ
41	5	42	εὐθὺς
41	5	42	ἀνέστη
41	5	42	τὸ
41	5	42	κοράσιον
41	5	42	καὶ
41	5	42	περιεπάτει·
41	5	42	ἦν
41	5	42	γὰρ
41	5	42	ἐτῶν
41	5	42	δώδεκα.
41	5	42	καὶ
41	5	42	ἐξέστησαν
41	5	42	εὐθὺς
41	5	42	ἐκστάσει
41	5	42	μεγάλῃ.
41	5	43	καὶ
41	5	43	διεστείλατο
41	5	43	αὐτοῖς
41	5	43	πολλὰ
41	5	43	ἵνα
41	5	43	μηδεὶς
41	5	43	γνοῖ
41	5	43	τοῦτο,
41	5	43	καὶ
41	5	43	εἶπεν
41	5	43	δοθῆναι
41	5	43	αὐτῇ
41	5	43	φαγεῖν.¶
41	6	1	Καὶ
41	6	1	ἐξῆλθεν
41	6	1	ἐκεῖθεν
41	6	1	καὶ
41	6	1	ἔρχεται
41	6	1	εἰς
41	6	1	τὴν
41	6	1	πατρίδα
41	6	1	αὐτοῦ,
41	6	1	καὶ
41	6	1	ἀκολουθοῦσιν
41	6	1	αὐτῷ
41	6	1	οἱ
41	6	1	μαθηταὶ
41	6	1	αὐτοῦ.
41	6	2	καὶ
41	6	2	γενομένου
41	6	2	σαββάτου
41	6	2	ἤρξατο
41	6	2	διδάσκειν
41	6	2	ἐν
41	6	2	τῇ
41	6	2	συναγωγῇ,
41	6	2	καὶ
41	6	2	πολλοὶ
41	6	2	ἀκούοντες
41	6	2	ἐξεπλήσσοντο
41	6	2	λέγοντες·
41	6	2	Πόθεν
41	6	2	τούτῳ
41	6	2	ταῦτα,
41	6	2	καὶ
41	6	2	τίς
41	6	2	ἡ
41	6	2	σοφία
41	6	2	ἡ
41	6	2	δοθεῖσα
41	6	2	τούτῳ,
41	6	2	καὶ
41	6	2	αἱ
41	6	2	δυνάμεις
41	6	2	τοιαῦται
41	6	2	διὰ
41	6	2	τῶν
41	6	2	χειρῶν
41	6	2	αὐτοῦ
41	6	2	γινόμεναι;
41	6	3	οὐχ
41	6	3	οὗτός
41	6	3	ἐστιν
41	6	3	ὁ
41	6	3	τέκτων,
41	6	3	ὁ
41	6	3	υἱὸς
41	6	3	τῆς
41	6	3	Μαρίας
41	6	3	καὶ
41	6	3	ἀδελφὸς
41	6	3	Ἰακώβου
41	6	3	καὶ
41	6	3	Ἰωσῆτος
41	6	3	καὶ
41	6	3	Ἰούδα
41	6	3	καὶ
41	6	3	Σίμωνος;
41	6	3	καὶ
41	6	3	οὐκ
41	6	3	εἰσὶν
41	6	3	αἱ
41	6	3	ἀδελφαὶ
41	6	3	αὐτοῦ
41	6	3	ὧδε
41	6	3	πρὸς
41	6	3	ἡμᾶς;
41	6	3	καὶ
41	6	3	ἐσκανδαλίζοντο
41	6	3	ἐν
41	6	3	αὐτῷ.
41	6	4	Καὶ
41	6	4	ἔλεγεν
41	6	4	αὐτοῖς
41	6	4	ὁ
41	6	4	Ἰησοῦς
41	6	4	ὅτι
41	6	4	Οὐκ
41	6	4	ἔστιν
41	6	4	προφήτης
41	6	4	ἄτιμος
41	6	4	εἰ
41	6	4	μὴ
41	6	4	ἐν
41	6	4	τῇ
41	6	4	πατρίδι
41	6	4	αὐτοῦ
41	6	4	καὶ
41	6	4	ἐν
41	6	4	τοῖς
41	6	4	συγγενεῦσιν
41	6	4	αὐτοῦ
41	6	4	καὶ
41	6	4	ἐν
41	6	4	τῇ
41	6	4	οἰκίᾳ
41	6	4	αὐτοῦ.
41	6	5	καὶ
41	6	5	οὐκ
41	6	5	ἐδύνατο
41	6	5	ἐκεῖ
41	6	5	ποιῆσαι
41	6	5	οὐδεμίαν
41	6	5	δύναμιν,
41	6	5	εἰ
41	6	5	μὴ
41	6	5	ὀλίγοις
41	6	5	ἀρρώστοις
41	6	5	ἐπιθεὶς
41	6	5	τὰς
41	6	5	χεῖρας
41	6	5	ἐθεράπευσεν.
41	6	6	καὶ
41	6	6	ἐθαύμαζεν
41	6	6	διὰ
41	6	6	τὴν
41	6	6	ἀπιστίαν
41	6	6	αὐτῶν.
41	6	6	Καὶ
41	6	6	περιῆγεν
41	6	6	τὰς
41	6	6	κώμας
41	6	6	κύκλῳ
41	6	6	διδάσκων.
41	6	7	Καὶ
41	6	7	προσκαλεῖται
41	6	7	τοὺς
41	6	7	δώδεκα
41	6	7	καὶ
41	6	7	ἤρξατο
41	6	7	αὐτοὺς
41	6	7	ἀποστέλλειν
41	6	7	δύο
41	6	7	δύο
41	6	7	καὶ
41	6	7	ἐδίδου
41	6	7	αὐτοῖς
41	6	7	ἐξουσίαν
41	6	7	τῶν
41	6	7	πνευμάτων
41	6	7	τῶν
41	6	7	ἀκαθάρτων,
41	6	8	καὶ
41	6	8	παρήγγειλεν
41	6	8	αὐτοῖς
41	6	8	ἵνα
41	6	8	μηδὲν
41	6	8	αἴρωσιν
41	6	8	εἰς
41	6	8	ὁδὸν
41	6	8	εἰ
41	6	8	μὴ
41	6	8	ῥάβδον
41	6	8	μόνον,
41	6	8	μὴ
41	6	8	ἄρτον,
41	6	8	μὴ
41	6	8	πήραν,
41	6	8	μὴ
41	6	8	εἰς
41	6	8	τὴν
41	6	8	ζώνην
41	6	8	χαλκόν,
41	6	9	ἀλλὰ=
41	6	9	ὑποδεδεμένους
41	6	9	σανδάλια,
41	6	9	καὶ
41	6	9	μὴ
41	6	9	ἐνδύσησθε
41	6	9	δύο
41	6	9	χιτῶνας.
41	6	10	Καὶ
41	6	10	ἔλεγεν
41	6	10	αὐτοῖς·
41	6	10	Ὅπου
41	6	10	ἐὰν
41	6	10	εἰσέλθητε
41	6	10	εἰς
41	6	10	οἰκίαν,
41	6	10	ἐκεῖ
41	6	10	μένετε
41	6	10	ἕως
41	6	10	ἂν
41	6	10	ἐξέλθητε
41	6	10	ἐκεῖθεν.
41	6	11	καὶ
41	6	11	ὃς
41	6	11	ἂν
41	6	11	τόπος
41	6	11	μὴ
41	6	11	δέξηται
41	6	11	ὑμᾶς
41	6	11	μηδὲ
41	6	11	ἀκούσωσιν
41	6	11	ὑμῶν,
41	6	11	ἐκπορευόμενοι
41	6	11	ἐκεῖθεν
41	6	11	ἐκτινάξατε
41	6	11	τὸν
41	6	11	χοῦν
41	6	11	τὸν
41	6	11	ὑποκάτω
41	6	11	τῶν
41	6	11	ποδῶν
41	6	11	ὑμῶν
41	6	11	εἰς
41	6	11	μαρτύριον
41	6	11	αὐτοῖς.
41	6	12	Καὶ
41	6	12	ἐξελθόντες
41	6	12	ἐκήρυξαν
41	6	12	ἵνα
41	6	12	μετανοῶσιν,
41	6	13	καὶ
41	6	13	δαιμόνια
41	6	13	πολλὰ
41	6	13	ἐξέβαλλον,
41	6	13	καὶ
41	6	13	ἤλειφον
41	6	13	ἐλαίῳ
41	6	13	πολλοὺς
41	6	13	ἀρρώστους
41	6	13	καὶ
41	6	13	ἐθεράπευον.¶
41	6	14	Καὶ
41	6	14	ἤκουσεν
41	6	14	ὁ
41	6	14	βασιλεὺς
41	6	14	Ἡρῴδης,
41	6	14	φανερὸν
41	6	14	γὰρ
41	6	14	ἐγένετο
41	6	14	τὸ
41	6	14	ὄνομα
41	6	14	αὐτοῦ,
41	6	14	καὶ
41	6	14	ἔλεγον
41	6	14	ὅτι
41	6	14	Ἰωάννης
41	6	14	ὁ
41	6	14	Βαπτίζων
41	6	14	ἐγήγερται
41	6	14	ἐκ
41	6	14	νεκρῶν
41	6	14	καὶ
41	6	14	διὰ
41	6	14	τοῦτο
41	6	14	ἐνεργοῦσιν
41	6	14	αἱ
41	6	14	δυνάμεις
41	6	14	ἐν
41	6	14	αὐτῷ.
41	6	15	ἄλλοι
41	6	15	δὲ
41	6	15	ἔλεγον
41	6	15	ὅτι
41	6	15	Ἠλίας
41	6	15	ἐστίν·
41	6	15	ἄλλοι
41	6	15	δὲ
41	6	15	ἔλεγον
41	6	15	ὅτι
41	6	15	Προφήτης
41	6	15	ὡς
41	6	15	εἷς
41	6	15	τῶν
41	6	15	προφητῶν.
41	6	16	Ἀκούσας
41	6	16	δὲ
41	6	16	ὁ
41	6	16	Ἡρῴδης
41	6	16	ἔλεγεν·
41	6	16	Ὃν
41	6	16	ἐγὼ
41	6	16	ἀπεκεφάλισα
41	6	16	Ἰωάννην,
41	6	16	οὗτος
41	6	16	ἠγέρθη.¶
41	6	17	Αὐτὸς
41	6	17	γὰρ
41	6	17	ὁ
41	6	17	Ἡρῴδης
41	6	17	ἀποστείλας
41	6	17	ἐκράτησεν
41	6	17	τὸν
41	6	17	Ἰωάννην
41	6	17	καὶ
41	6	17	ἔδησεν
41	6	17	αὐτὸν
41	6	17	ἐν
41	6	17	φυλακῇ
41	6	17	διὰ
41	6	17	Ἡρῳδιάδα
41	6	17	τὴν
41	6	17	γυναῖκα
41	6	17	Φιλίππου
41	6	17	τοῦ
41	6	17	ἀδελφοῦ
41	6	17	αὐτοῦ,
41	6	17	ὅτι
41	6	17	αὐτὴν
41	6	17	ἐγάμησεν·
41	6	18	ἔλεγεν
41	6	18	γὰρ
41	6	18	ὁ
41	6	18	Ἰωάννης
41	6	18	τῷ
41	6	18	Ἡρῴδῃ
41	6	18	ὅτι
41	6	18	Οὐκ
41	6	18	ἔξεστίν
41	6	18	σοι
41	6	18	ἔχειν
41	6	18	τὴν
41	6	18	γυναῖκα
41	6	18	τοῦ
41	6	18	ἀδελφοῦ
41	6	18	σου.
41	6	19	Ἡ
41	6	19	δὲ
41	6	19	Ἡρῳδιὰς
41	6	19	ἐνεῖχεν
41	6	19	αὐτῷ
41	6	19	καὶ
41	6	19	ἤθελεν
41	6	19	αὐτὸν
41	6	19	ἀποκτεῖναι,
41	6	19	καὶ
41	6	19	οὐκ
41	6	19	ἠδύνατο·
41	6	20	ὁ
41	6	20	γὰρ
41	6	20	Ἡρῴδης
41	6	20	ἐφοβεῖτο
41	6	20	τὸν
41	6	20	Ἰωάννην,
41	6	20	εἰδὼς
41	6	20	αὐτὸν
41	6	20	ἄνδρα
41	6	20	δίκαιον
41	6	20	καὶ
41	6	20	ἅγιον,
41	6	20	καὶ
41	6	20	συνετήρει
41	6	20	αὐτόν,
41	6	20	καὶ
41	6	20	ἀκούσας
41	6	20	αὐτοῦ
41	6	20	πολλὰ
41	6	20	ἠπόρει,
41	6	20	καὶ
41	6	20	ἡδέως
41	6	20	αὐτοῦ
41	6	20	ἤκουεν.¶
41	6	21	Καὶ
41	6	21	γενομένης
41	6	21	ἡμέρας
41	6	21	εὐκαίρου
41	6	21	ὅτε
41	6	21	Ἡρῴδης
41	6	21	τοῖς
41	6	21	γενεσίοις
41	6	21	αὐτοῦ
41	6	21	δεῖπνον
41	6	21	ἐποίησεν
41	6	21	τοῖς
41	6	21	μεγιστᾶσιν
41	6	21	αὐτοῦ
41	6	21	καὶ
41	6	21	τοῖς
41	6	21	χιλιάρχοις
41	6	21	καὶ
41	6	21	τοῖς
41	6	21	πρώτοις
41	6	21	τῆς
41	6	21	Γαλιλαίας,
41	6	22	καὶ
41	6	22	εἰσελθούσης
41	6	22	τῆς
41	6	22	θυγατρὸς
41	6	22	αὐτοῦ+
41	6	22	Ἡρῳδιάδος
41	6	22	καὶ
41	6	22	ὀρχησαμένης
41	6	22	ἤρεσεν
41	6	22	τῷ
41	6	22	Ἡρῴδῃ
41	6	22	καὶ
41	6	22	τοῖς
41	6	22	συνανακειμένοις.
41	6	22	εἶπεν
41	6	22	ὁ
41	6	22	βασιλεὺς
41	6	22	τῷ
41	6	22	κορασίῳ·
41	6	22	Αἴτησόν
41	6	22	με
41	6	22	ὃ
41	6	22	ἐὰν
41	6	22	θέλῃς,
41	6	22	καὶ
41	6	22	δώσω
41	6	22	σοι·
41	6	23	καὶ
41	6	23	ὤμοσεν
41	6	23	αὐτῇ
41	6	23	Πολλά
41	6	23	Ὅ
41	6	23	τι
41	6	23	ἐάν
41	6	23	με
41	6	23	αἰτήσῃς
41	6	23	δώσω
41	6	23	σοι
41	6	23	ἕως
41	6	23	ἡμίσους
41	6	23	τῆς
41	6	23	βασιλείας
41	6	23	μου.
41	6	24	Καὶ
41	6	24	ἐξελθοῦσα
41	6	24	εἶπεν
41	6	24	τῇ
41	6	24	μητρὶ
41	6	24	αὐτῆς·
41	6	24	Τί
41	6	24	αἰτήσωμαι;
41	6	24	Ἡ
41	6	24	δὲ
41	6	24	εἶπεν·
41	6	24	Τὴν
41	6	24	κεφαλὴν
41	6	24	Ἰωάννου
41	6	24	τοῦ
41	6	24	Βαπτίζοντος.
41	6	25	Καὶ
41	6	25	εἰσελθοῦσα
41	6	25	εὐθὺς
41	6	25	μετὰ
41	6	25	σπουδῆς
41	6	25	πρὸς
41	6	25	τὸν
41	6	25	βασιλέα
41	6	25	ᾐτήσατο
41	6	25	λέγουσα·
41	6	25	Θέλω
41	6	25	ἵνα
41	6	25	ἐξαυτῆς
41	6	25	δῷς
41	6	25	μοι
41	6	25	ἐπὶ
41	6	25	πίνακι
41	6	25	τὴν
41	6	25	κεφαλὴν
41	6	25	Ἰωάννου
41	6	25	τοῦ
41	6	25	Βαπτιστοῦ.
41	6	26	Καὶ
41	6	26	περίλυπος
41	6	26	γενόμενος
41	6	26	ὁ
41	6	26	βασιλεὺς
41	6	26	διὰ
41	6	26	τοὺς
41	6	26	ὅρκους
41	6	26	καὶ
41	6	26	τοὺς
41	6	26	ἀνακειμένους
41	6	26	οὐκ
41	6	26	ἠθέλησεν
41	6	26	ἀθετῆσαι
41	6	26	αὐτήν·
41	6	27	καὶ
41	6	27	εὐθὺς
41	6	27	ἀποστείλας
41	6	27	ὁ
41	6	27	βασιλεὺς
41	6	27	σπεκουλάτορα
41	6	27	ἐπέταξεν
41	6	27	ἐνέγκαι
41	6	27	τὴν
41	6	27	κεφαλὴν
41	6	27	αὐτοῦ.
41	6	27	καὶ
41	6	27	ἀπελθὼν
41	6	27	ἀπεκεφάλισεν
41	6	27	αὐτὸν
41	6	27	ἐν
41	6	27	τῇ
41	6	27	φυλακῇ
41	6	28	καὶ
41	6	28	ἤνεγκεν
41	6	28	τὴν
41	6	28	κεφαλὴν
41	6	28	αὐτοῦ
41	6	28	ἐπὶ
41	6	28	πίνακι
41	6	28	καὶ
41	6	28	ἔδωκεν
41	6	28	αὐτὴν
41	6	28	τῷ
41	6	28	κορασίῳ,
41	6	28	καὶ
41	6	28	τὸ
41	6	28	κοράσιον
41	6	28	ἔδωκεν
41	6	28	αὐτὴν
41	6	28	τῇ
41	6	28	μητρὶ
41	6	28	αὐτῆς.
41	6	29	καὶ
41	6	29	ἀκούσαντες
41	6	29	οἱ
41	6	29	μαθηταὶ
41	6	29	αὐτοῦ
41	6	29	ἦλθον
41	6	29	καὶ
41	6	29	ἦραν
41	6	29	τὸ
41	6	29	πτῶμα
41	6	29	αὐτοῦ
41	6	29	καὶ
41	6	29	ἔθηκαν
41	6	29	αὐτὸ
41	6	29	ἐν
41	6	29	μνημείῳ.¶
41	6	30	Καὶ
41	6	30	συνάγονται
41	6	30	οἱ
41	6	30	ἀπόστολοι
41	6	30	πρὸς
41	6	30	τὸν
41	6	30	Ἰησοῦν
41	6	30	καὶ
41	6	30	ἀπήγγειλαν
41	6	30	αὐτῷ
41	6	30	πάντα
41	6	30	ὅσα
41	6	30	ἐποίησαν
41	6	30	καὶ
41	6	30	ὅσα
41	6	30	ἐδίδαξαν.
41	6	31	καὶ
41	6	31	λέγει
41	6	31	αὐτοῖς·
41	6	31	Δεῦτε
41	6	31	ὑμεῖς
41	6	31	αὐτοὶ
41	6	31	κατ᾽
41	6	31	ἰδίαν
41	6	31	εἰς
41	6	31	ἔρημον
41	6	31	τόπον
41	6	31	καὶ
41	6	31	ἀναπαύσασθε
41	6	31	ὀλίγον.
41	6	31	ἦσαν
41	6	31	γὰρ
41	6	31	οἱ
41	6	31	ἐρχόμενοι
41	6	31	καὶ
41	6	31	οἱ
41	6	31	ὑπάγοντες
41	6	31	πολλοί,
41	6	31	καὶ
41	6	31	οὐδὲ
41	6	31	φαγεῖν
41	6	31	εὐκαίρουν.¶
41	6	32	Καὶ
41	6	32	ἀπῆλθον
41	6	32	ἐν
41	6	32	τῷ
41	6	32	πλοίῳ
41	6	32	εἰς
41	6	32	ἔρημον
41	6	32	τόπον
41	6	32	κατ᾽
41	6	32	ἰδίαν.
41	6	33	καὶ
41	6	33	εἶδον
41	6	33	αὐτοὺς
41	6	33	ὑπάγοντας
41	6	33	καὶ
41	6	33	ἐπέγνωσαν
41	6	33	πολλοί
41	6	33	καὶ
41	6	33	πεζῇ
41	6	33	ἀπὸ
41	6	33	πασῶν
41	6	33	τῶν
41	6	33	πόλεων
41	6	33	συνέδραμον
41	6	33	ἐκεῖ
41	6	33	καὶ
41	6	33	προῆλθον
41	6	33	αὐτούς.¶
41	6	34	Καὶ
41	6	34	ἐξελθὼν
41	6	34	εἶδεν
41	6	34	πολὺν
41	6	34	ὄχλον
41	6	34	καὶ
41	6	34	ἐσπλαγχνίσθη
41	6	34	ἐπ᾽
41	6	34	αὐτοὺς,
41	6	34	ὅτι
41	6	34	ἦσαν
41	6	34	ὡς
41	6	34	πρόβατα
41	6	34	μὴ
41	6	34	ἔχοντα
41	6	34	ποιμένα,
41	6	34	καὶ
41	6	34	ἤρξατο
41	6	34	διδάσκειν
41	6	34	αὐτοὺς
41	6	34	πολλά.¶
41	6	35	Καὶ
41	6	35	ἤδη
41	6	35	ὥρας
41	6	35	πολλῆς
41	6	35	γενομένης
41	6	35	προσελθόντες
41	6	35	αὐτῷ
41	6	35	οἱ
41	6	35	μαθηταὶ
41	6	35	αὐτοῦ
41	6	35	ἔλεγον
41	6	35	ὅτι
41	6	35	Ἔρημός
41	6	35	ἐστιν
41	6	35	ὁ
41	6	35	τόπος
41	6	35	καὶ
41	6	35	ἤδη
41	6	35	ὥρα
41	6	35	πολλή·
41	6	36	ἀπόλυσον
41	6	36	αὐτούς,
41	6	36	ἵνα
41	6	36	ἀπελθόντες
41	6	36	εἰς
41	6	36	τοὺς
41	6	36	κύκλῳ
41	6	36	ἀγροὺς
41	6	36	καὶ
41	6	36	κώμας
